seed,noise_rate,beta,frame_type,posterior_var_mode,D_0,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9
3,0.1,3,fixed,fixed,"[0.22833684086799622, 0.3527640402317047, 0.3528626263141632, 0.3531658947467804, 0.35273832082748413, 0.3526187837123871, 0.35273683071136475, 0.3527258336544037, 0.3526844382286072, 0.3525805175304413]","[0.3537455201148987, 0.22314900159835815, 0.3533225655555725, 0.35357993841171265, 0.35308441519737244, 0.3536355495452881, 0.3527892529964447, 0.3531779944896698, 0.35320839285850525, 0.3529644012451172]","[0.3537802994251251, 0.35332515835762024, 0.220613494515419, 0.35366329550743103, 0.3540371060371399, 0.3535171151161194, 0.3532806634902954, 0.3533860146999359, 0.3534097373485565, 0.3533329665660858]","[0.35381409525871277, 0.353175550699234, 0.35320690274238586, 0.22169889509677887, 0.35333433747291565, 0.3531336188316345, 0.3533748388290405, 0.35353150963783264, 0.3532012701034546, 0.3540218770503998]","[0.3532540500164032, 0.3530186116695404, 0.3531414866447449, 0.35333991050720215, 0.22458086907863617, 0.3531346023082733, 0.35317012667655945, 0.3530696928501129, 0.35311275720596313, 0.35292932391166687]","[0.3532769978046417, 0.35321924090385437, 0.35328131914138794, 0.3533809781074524, 0.3532187044620514, 0.2243281751871109, 0.3529767096042633, 0.3530885577201843, 0.3529032766819, 0.3530541956424713]","[0.35346683859825134, 0.3528498709201813, 0.35298970341682434, 0.35326650738716125, 0.35312420129776, 0.35312438011169434, 0.22500281035900116, 0.3530901372432709, 0.3528176546096802, 0.353086918592453]","[0.3533337712287903, 0.3529571294784546, 0.3531511723995209, 0.3533947169780731, 0.3529440760612488, 0.35302749276161194, 0.35289448499679565, 0.2253585010766983, 0.3527850806713104, 0.35301515460014343]","[0.35341817140579224, 0.3530021011829376, 0.35317957401275635, 0.3534586727619171, 0.35327640175819397, 0.3529767096042633, 0.352927565574646, 0.3528633117675781, 0.22480128705501556, 0.35290130972862244]","[0.3534146249294281, 0.35304906964302063, 0.3531964421272278, 0.35345444083213806, 0.3529598116874695, 0.3531549274921417, 0.3530542254447937, 0.35308361053466797, 0.35306745767593384, 0.22429314255714417]"
3,0.1,1,fixed,fixed,"[0.2339029163122177, 0.3525257706642151, 0.35261258482933044, 0.3523901402950287, 0.35225921869277954, 0.3519842326641083, 0.3521380126476288, 0.35229602456092834, 0.3517858386039734, 0.35207661986351013]","[0.3525647222995758, 0.2337607890367508, 0.35266172885894775, 0.3523634374141693, 0.35216954350471497, 0.352798193693161, 0.35131871700286865, 0.3523118495941162, 0.3521084487438202, 0.3519924581050873]","[0.3524092137813568, 0.3524828851222992, 0.23149898648262024, 0.35223761200904846, 0.3531157672405243, 0.3526415526866913, 0.35210955142974854, 0.35256293416023254, 0.3522326350212097, 0.3523801565170288]","[0.35300689935684204, 0.35283011198043823, 0.3526952266693115, 0.22786247730255127, 0.3528219759464264, 0.35245272517204285, 0.3527732789516449, 0.3530634939670563, 0.35228976607322693, 0.35343360900878906]","[0.3518853187561035, 0.35223084688186646, 0.35260009765625, 0.35215434432029724, 0.23385632038116455, 0.352413535118103, 0.3524048328399658, 0.3523624837398529, 0.35190901160240173, 0.35214826464653015]","[0.3518773317337036, 0.3525635600090027, 0.3527602553367615, 0.3521936535835266, 0.352500319480896, 0.23367656767368317, 0.3520188331604004, 0.3523999750614166, 0.35171931982040405, 0.35226839780807495]","[0.3524780869483948, 0.3521900773048401, 0.3524448871612549, 0.3521941304206848, 0.35278767347335815, 0.35262057185173035, 0.23208113014698029, 0.3526473343372345, 0.3516610264778137, 0.3526640832424164]","[0.35203996300697327, 0.3521932363510132, 0.3525238633155823, 0.35226669907569885, 0.3523160517215729, 0.3521735668182373, 0.3518630564212799, 0.2349729835987091, 0.3514905869960785, 0.3522992432117462]","[0.35249802470207214, 0.352824330329895, 0.3531290590763092, 0.3527158498764038, 0.3529621958732605, 0.35251012444496155, 0.3522566258907318, 0.3524209260940552, 0.22974270582199097, 0.3523778021335602]","[0.3521580696105957, 0.3522912859916687, 0.35259881615638733, 0.3523704409599304, 0.3520723581314087, 0.35235360264778137, 0.35215649008750916, 0.3524337112903595, 0.35178065299987793, 0.2337218075990677]"
3,0.1,0.3,fixed,fixed,"[0.24335019290447235, 0.35163283348083496, 0.3515055775642395, 0.35160884261131287, 0.3510483205318451, 0.35088786482810974, 0.3514741063117981, 0.35134264826774597, 0.35128986835479736, 0.3512059450149536]","[0.3520503640174866, 0.2412676215171814, 0.35176149010658264, 0.3517589867115021, 0.35118481516838074, 0.3521159887313843, 0.3504016697406769, 0.35153961181640625, 0.3518460988998413, 0.3512713611125946]","[0.3518791198730469, 0.35177797079086304, 0.23699556291103363, 0.3515985310077667, 0.35244184732437134, 0.3520951569080353, 0.3516654372215271, 0.35200774669647217, 0.35210734605789185, 0.35185205936431885]","[0.35229650139808655, 0.3518778681755066, 0.3513750433921814, 0.23737286031246185, 0.35161373019218445, 0.3513578176498413, 0.35215458273887634, 0.3521198332309723, 0.35184764862060547, 0.35252636671066284]","[0.35119175910949707, 0.3514145612716675, 0.3518267869949341, 0.3515888452529907, 0.23952946066856384, 0.3518551290035248, 0.35219958424568176, 0.3517568111419678, 0.35181501507759094, 0.35162556171417236]","[0.3509742021560669, 0.3517003357410431, 0.3518287241458893, 0.3514479100704193, 0.35164734721183777, 0.24165980517864227, 0.35144299268722534, 0.35163426399230957, 0.3511967360973358, 0.35156241059303284]","[0.3516373932361603, 0.3509751856327057, 0.35114213824272156, 0.35121530294418335, 0.3519785702228546, 0.3517528772354126, 0.24178995192050934, 0.35177895426750183, 0.3509521782398224, 0.3519725203514099]","[0.35130012035369873, 0.35127973556518555, 0.35154417157173157, 0.35163775086402893, 0.35132285952568054, 0.3513617217540741, 0.35127103328704834, 0.24290446937084198, 0.3509334921836853, 0.35172057151794434]","[0.351421058177948, 0.35165709257125854, 0.35186031460762024, 0.35179680585861206, 0.3517689108848572, 0.35123082995414734, 0.3512742519378662, 0.35107892751693726, 0.24167893826961517, 0.35134008526802063]","[0.3513123393058777, 0.35124069452285767, 0.3515055179595947, 0.35164228081703186, 0.3510033190250397, 0.35145121812820435, 0.3515550196170807, 0.3516209125518799, 0.35130587220191956, 0.24257978796958923]"
3,0.1,0.1,fixed,fixed,"[0.252243310213089, 0.35113102197647095, 0.3506069779396057, 0.35089111328125, 0.350056529045105, 0.34994685649871826, 0.3507167100906372, 0.35037484765052795, 0.35087674856185913, 0.3500562310218811]","[0.3511851131916046, 0.25241509079933167, 0.3507245182991028, 0.35087284445762634, 0.35007402300834656, 0.35124343633651733, 0.34904709458351135, 0.3504078984260559, 0.35132136940956116, 0.3499259650707245]","[0.3511554002761841, 0.35127633810043335, 0.24403619766235352, 0.3508352041244507, 0.3517982065677643, 0.3515152633190155, 0.3509400486946106, 0.3512498736381531, 0.35187649726867676, 0.35085663199424744]","[0.3515191972255707, 0.35125550627708435, 0.3502025306224823, 0.2469843178987503, 0.35056349635124207, 0.3503571152687073, 0.35138121247291565, 0.35110053420066833, 0.3514271378517151, 0.35127899050712585]","[0.350296288728714, 0.3507933020591736, 0.3510648012161255, 0.3508903384208679, 0.24685333669185638, 0.35125452280044556, 0.3517037034034729, 0.35093969106674194, 0.35160666704177856, 0.35062655806541443]","[0.3499257266521454, 0.35108810663223267, 0.3509649932384491, 0.35062554478645325, 0.35087233781814575, 0.2507023811340332, 0.35063350200653076, 0.3507136106491089, 0.3506169021129608, 0.3504367172718048]","[0.35086649656295776, 0.35022756457328796, 0.3501233756542206, 0.35037556290626526, 0.35146254301071167, 0.3511151075363159, 0.24992288649082184, 0.3509708046913147, 0.35040175914764404, 0.3510764241218567]","[0.3505610525608063, 0.35076388716697693, 0.35077887773513794, 0.3510783314704895, 0.3505542278289795, 0.35071077942848206, 0.3505915701389313, 0.2500356435775757, 0.3504657745361328, 0.350868284702301]","[0.35026317834854126, 0.35080572962760925, 0.3507242202758789, 0.35086551308631897, 0.35071849822998047, 0.35003119707107544, 0.35012316703796387, 0.3496474325656891, 0.2541031539440155, 0.34994757175445557]","[0.3506981134414673, 0.3508184850215912, 0.35085737705230713, 0.3512144088745117, 0.35038959980010986, 0.35094043612480164, 0.35109683871269226, 0.35103005170822144, 0.3511505722999573, 0.24788132309913635]"
3,0.1,0.03,fixed,fixed,"[0.26117321848869324, 0.35024142265319824, 0.34987673163414, 0.34998491406440735, 0.349276065826416, 0.3489702343940735, 0.3499663472175598, 0.34970730543136597, 0.34973543882369995, 0.3495531976222992]","[0.35065948963165283, 0.2594447731971741, 0.35019388794898987, 0.35013633966445923, 0.34951263666152954, 0.35067272186279297, 0.34803858399391174, 0.3499143123626709, 0.35040655732154846, 0.3495653569698334]","[0.3502899706363678, 0.35024359822273254, 0.25296735763549805, 0.3497399687767029, 0.3512214720249176, 0.3507553040981293, 0.350078284740448, 0.35064831376075745, 0.3507736623287201, 0.35036394000053406]","[0.3509104549884796, 0.35041242837905884, 0.3493659794330597, 0.2547760605812073, 0.3498915731906891, 0.3494878113269806, 0.3507818877696991, 0.35054856538772583, 0.3504454493522644, 0.35084524750709534]","[0.34922292828559875, 0.3496047258377075, 0.35029059648513794, 0.3498232960700989, 0.25653642416000366, 0.3504370450973511, 0.3510341942310333, 0.35024210810661316, 0.35048964619636536, 0.3500937521457672]","[0.34891507029533386, 0.35012373328208923, 0.3503047227859497, 0.34965041279792786, 0.3503432273864746, 0.25957244634628296, 0.34986671805381775, 0.35012826323509216, 0.34934452176094055, 0.3499928414821625]","[0.3500976860523224, 0.3490932285785675, 0.34927353262901306, 0.34934788942337036, 0.3511568307876587, 0.3504411280155182, 0.25853675603866577, 0.35046225786209106, 0.3491237163543701, 0.3508264720439911]","[0.34956809878349304, 0.3496048152446747, 0.3499259054660797, 0.35007444024086, 0.34974050521850586, 0.3497675657272339, 0.3496630787849426, 0.26061636209487915, 0.34901443123817444, 0.3504061996936798]","[0.34974193572998047, 0.3502017557621002, 0.35039108991622925, 0.3503803610801697, 0.3505134880542755, 0.34943050146102905, 0.3496142029762268, 0.34915122389793396, 0.25885629653930664, 0.3498363494873047]","[0.3495274484157562, 0.3494504690170288, 0.34981903433799744, 0.3500394821166992, 0.3494281470775604, 0.3498348593711853, 0.35008707642555237, 0.3501802682876587, 0.349708616733551, 0.2601906955242157]"
3,0.1,0.01,fixed,fixed,"[0.27186083793640137, 0.34976255893707275, 0.3488706350326538, 0.3491589426994324, 0.34817734360694885, 0.3479226231575012, 0.34896811842918396, 0.3486323952674866, 0.34908342361450195, 0.3482969105243683]","[0.34982189536094666, 0.2725597321987152, 0.3490528464317322, 0.34914544224739075, 0.3482983410358429, 0.34969601035118103, 0.34644874930381775, 0.34867891669273376, 0.34964635968208313, 0.3481168746948242]","[0.34970396757125854, 0.3498784005641937, 0.2602282762527466, 0.3489818274974823, 0.35058218240737915, 0.35018011927604675, 0.3492254912853241, 0.3498956263065338, 0.35041627287864685, 0.34937435388565063]","[0.350272536277771, 0.34992820024490356, 0.3482021987438202, 0.2647736668586731, 0.34884947538375854, 0.34849563241004944, 0.3498827815055847, 0.349537193775177, 0.34990113973617554, 0.34960636496543884]","[0.34846630692481995, 0.34912100434303284, 0.3495335280895233, 0.3491300046443939, 0.26404204964637756, 0.3498411178588867, 0.3504098951816559, 0.3494301736354828, 0.3501547574996948, 0.34910067915916443]","[0.3480064272880554, 0.34964895248413086, 0.3494468629360199, 0.348834365606308, 0.34957355260849, 0.2689121663570404, 0.34893086552619934, 0.3492138087749481, 0.34864017367362976, 0.348874032497406]","[0.349580854177475, 0.3485994040966034, 0.3483770489692688, 0.3486297130584717, 0.35076043009757996, 0.34992435574531555, 0.2655044198036194, 0.34977442026138306, 0.34856411814689636, 0.3500514030456543]","[0.34896746277809143, 0.34922608733177185, 0.34916621446609497, 0.349519819021225, 0.3489769697189331, 0.3491220474243164, 0.3488558530807495, 0.26796668767929077, 0.34842196106910706, 0.34955936670303345]","[0.348838210105896, 0.3496032953262329, 0.3493763208389282, 0.3495696187019348, 0.34958383440971375, 0.3483530580997467, 0.34845221042633057, 0.34784242510795593, 0.2702902555465698, 0.34856608510017395]","[0.3490500748157501, 0.34916386008262634, 0.3491749167442322, 0.3496148884296417, 0.34881794452667236, 0.3493279218673706, 0.34949952363967896, 0.3495926558971405, 0.34942594170570374, 0.26563528180122375]"
3,0.1,0.003,fixed,fixed,"[0.2845363914966583, 0.34878572821617126, 0.3478083610534668, 0.34814563393592834, 0.34695953130722046, 0.34678617119789124, 0.34803837537765503, 0.34739765524864197, 0.3476563096046448, 0.34741121530532837]","[0.34946149587631226, 0.2818172872066498, 0.3483070433139801, 0.3484187126159668, 0.3474164307117462, 0.3490813374519348, 0.34537991881370544, 0.34773510694503784, 0.34856268763542175, 0.34749045968055725]","[0.349213570356369, 0.3490852117538452, 0.2684671878814697, 0.3481062948703766, 0.34989264607429504, 0.3495849370956421, 0.34851112961769104, 0.3490525484085083, 0.3493533730506897, 0.348824679851532]","[0.3498450815677643, 0.34913092851638794, 0.34716761112213135, 0.27448901534080505, 0.34787318110466003, 0.34759950637817383, 0.3492370545864105, 0.3485509753227234, 0.3487667441368103, 0.3489229679107666]","[0.34786126017570496, 0.3482652008533478, 0.3488450348377228, 0.34837478399276733, 0.27188342809677124, 0.3492807149887085, 0.34997889399528503, 0.34858328104019165, 0.3491697907447815, 0.3486029803752899]","[0.34722450375556946, 0.3487767279148102, 0.3486328125, 0.34793150424957275, 0.34878432750701904, 0.27901703119277954, 0.34816405177116394, 0.34823957085609436, 0.3472614288330078, 0.34822574257850647]","[0.34905627369880676, 0.34757480025291443, 0.3473909795284271, 0.3476908206939697, 0.3502100110054016, 0.3492843210697174, 0.27520087361335754, 0.348892480134964, 0.34719619154930115, 0.3496125340461731]","[0.348555326461792, 0.3485122621059418, 0.34851258993148804, 0.34894031286239624, 0.3482561409473419, 0.3485494554042816, 0.3482794165611267, 0.27538803219795227, 0.3472173511981964, 0.34924498200416565]","[0.3486517071723938, 0.34919846057891846, 0.34899649024009705, 0.34926271438598633, 0.3492256999015808, 0.3478778600692749, 0.3480502665042877, 0.34706541895866394, 0.2748430669307709, 0.34835749864578247]","[0.3483012020587921, 0.3480820953845978, 0.3481769561767578, 0.34870538115501404, 0.3477904498577118, 0.3484340012073517, 0.34868288040161133, 0.3485470414161682, 0.3480706810951233, 0.27685391902923584]"
3,0.1,0.001,fixed,fixed,"[0.2904251515865326, 0.3483182489871979, 0.3473699688911438, 0.3476752042770386, 0.3461902141571045, 0.3461625576019287, 0.34755468368530273, 0.3470570147037506, 0.3475128710269928, 0.34671562910079956]","[0.3485087752342224, 0.29097414016723633, 0.3476755917072296, 0.3477252125740051, 0.34647345542907715, 0.3484693765640259, 0.3442486524581909, 0.34717580676078796, 0.3482529819011688, 0.3465445935726166]","[0.3480329215526581, 0.34819379448890686, 0.27790096402168274, 0.3471660017967224, 0.34904295206069946, 0.3488939106464386, 0.3476352095603943, 0.34849539399147034, 0.34896594285964966, 0.3478570282459259]","[0.3487947881221771, 0.3483027219772339, 0.3462173044681549, 0.284330815076828, 0.3468051552772522, 0.3466760218143463, 0.3484972417354584, 0.34791868925094604, 0.34837576746940613, 0.3478895127773285]","[0.3467196226119995, 0.347464919090271, 0.34832558035850525, 0.34770795702934265, 0.2790745198726654, 0.3487776219844818, 0.3495390713214874, 0.3481755554676056, 0.34901347756385803, 0.3478405177593231]","[0.34584900736808777, 0.34790241718292236, 0.34793075919151306, 0.34706008434295654, 0.3479310870170593, 0.2890685796737671, 0.3473319113254547, 0.34764745831489563, 0.34665483236312866, 0.3472557067871094]","[0.34799066185951233, 0.3466017246246338, 0.34657058119773865, 0.3468364477157593, 0.349648118019104, 0.3486977219581604, 0.28376492857933044, 0.34844523668289185, 0.346653550863266, 0.3489043116569519]","[0.347217321395874, 0.3474646210670471, 0.34763920307159424, 0.3480598032474518, 0.34713953733444214, 0.3476454019546509, 0.34730538725852966, 0.28675732016563416, 0.34645313024520874, 0.3482763469219208]","[0.34720417857170105, 0.348124623298645, 0.34806162118911743, 0.3483196794986725, 0.3481366038322449, 0.3467366099357605, 0.3469160795211792, 0.3460041880607605, 0.28778311610221863, 0.34716013073921204]","[0.34723642468452454, 0.34727638959884644, 0.3475690484046936, 0.3481047749519348, 0.3469770848751068, 0.34781843423843384, 0.3480784296989441, 0.34816110134124756, 0.347765177488327, 0.2844063639640808]"
3,0,10,fixed,fixed,"[1.3050247105184098e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.174313741918013e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 5.45454213352059e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.9764374314945599e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.4292906769242109e-07, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.8489059761559474e-07, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.735247666256328e-07, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5563418287456443e-07, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.755073810727481e-07, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.470930540875997e-07]"
3,0,3,fixed,fixed,"[6.454721187765244e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 3.0146427434374345e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.079214755212888e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.4821500371908769e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 7.314029062399641e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.918188096780796e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1609303328441456e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.921637683873996e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.676222149806563e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5029613678052556e-05]"
3,0,1,fixed,fixed,"[7.847837878216524e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.3344100580070517e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 4.740741587738739e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.062636778849992e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 5.478285856952425e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.51682171842549e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5950128727126867e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.095210897503421e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.7449165120051475e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.084303898504004e-06]"
3,0,0.3,fixed,fixed,"[1.184709162771469e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.4151547677320195e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 8.605063612776576e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.914994754770305e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.8298217128176475e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.013756440850557e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.78372181380837e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.392727638944052e-07, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5480037493252894e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.583854661177611e-06]"
3,0,0.1,fixed,fixed,"[4.4892124151374446e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.611329581573955e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 7.49416642520373e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.469033451139694e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.11622321444338e-07, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.709753227416513e-07, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.6179346213648387e-07, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8740736322797602e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.089626036649861e-07, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.777169640921784e-07]"
3,0,0.03,fixed,fixed,"[2.093675902870018e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.88360615993588e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.6364720067940652e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.9391609384911135e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.993318958033342e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.8606013984244782e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3980476271390216e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.834562903648475e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.923468026798218e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8343044959910912e-06]"
3,0,0.01,fixed,fixed,"[1.256167161045596e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 3.2208617994911037e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 4.421768608153798e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.9705834094784223e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.0901072730339365e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.330846422817558e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0695949640648905e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.336881142487982e-06, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.07975403504679e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.614846941170981e-06]"
3,0,0.003,fixed,fixed,"[3.387339893379249e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.83197979722172e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 7.379605813184753e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.104180647525936e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 3.674935578601435e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.269692701403983e-05, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.833220762317069e-05, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.5757762311259285e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.812185918330215e-05, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8828453650930896e-05]"
3,0,0.001,fixed,fixed,"[6.136351203167578e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.354200195346493e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.9275056476762984e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.5478557315873331e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 5.222193976806011e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.121858066559071e-06, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6100685772689758e-06, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1903413906111382e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.768746738496702e-06, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.821711056341883e-06]"
